declaration_id,company_id,category,quantity_kg,condition,description,declared_at,expiry_days
22235563-b5b4-4a46-8212-8ed12720b9da,e64c23d7-c560-4927-97ab-13395a580f9c,electromenager,1497.49,neuf,Bouilloire électrique 1.7L,2026-02-25 16:21:13.142237,23
f6b30f76-fca3-48b5-b135-c2808b31edaa,44f87dfb-a16b-4049-aeee-a27c80ec7728,jouets,1066.4,bon_etat,Voiture télécommandée tout-terrain,2025-09-02 08:55:09.646294,39
294774b5-a405-4c96-9a06-1f08b4266c0b,dfa2159d-4453-449c-ac54-d59321e388c0,bricolage,1495.65,bon_etat,Perceuse sans fil 18V,2025-06-18 02:42:49.684077,66
d29aa54a-449f-4eba-9897-f2bb3a45a26d,c92bceb0-73da-45ad-8977-f3a43590d0c4,textile,1510.76,neuf,Chemises formelles,2025-07-29 06:11:22.627783,57
b38790dc-7b70-421b-acd2-9173c8b4b450,44f87dfb-a16b-4049-aeee-a27c80ec7728,jouets,189.7,bon_etat,Puzzle 1000 pièces paysages,2025-10-23 19:39:10.743455,40
c0079215-04c5-482a-bcb5-11461f4ff2be,3351f29b-bd32-433f-ad60-64729c7747c0,jouets,915.02,usage,Peluche animal douce,2026-03-03 12:24:37.893629,40
9ab922dc-299c-4798-8f6b-ce0c862371e6,c9fe8d4d-6412-4943-bc21-4d9f5aeaa400,jouets,1646.61,bon_etat,Puzzle 1000 pièces paysages,2025-12-03 21:29:24.416496,36
2e9e84c5-0cf2-46ff-8074-586a925faef8,ce6bda4f-aef0-4d16-a36e-6ece3c862e3d,bricolage,1242.9,usage,Marteau de menuisier,2025-12-25 14:28:48.214980,85
20cfcd28-2b64-4396-86dc-c30e8dac32a8,bb3baae5-20d6-49c6-9e58-a5e2a9d9fcf5,hygiene,135.8,bon_etat,Déodorant sans aluminium,2025-05-15 08:04:29.437272,45
e790395d-980e-487c-b7d4-371d202b9c46,060d5295-74e3-4084-8ac0-324f653475cd,mobilier,242.19,neuf,Chaise de bureau ergonomique,2025-07-08 03:02:08.071498,45
49163fd6-79cd-40ec-8196-45d3af566c0b,3351f29b-bd32-433f-ad60-64729c7747c0,bricolage,203.41,usage,Jeu de tournevis précision,2025-10-13 21:09:16.331025,56
3bfbb047-b4e7-48e8-9bb2-f7acf5302ab3,44f87dfb-a16b-4049-aeee-a27c80ec7728,bricolage,1344.27,usage,Coffret de douilles,2026-02-18 18:56:42.147211,76
a70eb1a9-26cb-40df-8068-3ac2b49b69fb,cd273784-7407-4954-bdbb-1b8582bd2f06,bricolage,1487.12,neuf,Niveau à bulle magnétique,2025-10-12 19:50:20.348174,90
7b4a96c1-4d3f-4bda-8e5b-5bdffcb9f810,c62f0ca0-25e6-403a-a5bc-c0bf0dc892b5,textile,1235.15,bon_etat,Lot de t-shirts en coton bio,2026-02-11 04:04:56.529700,54
dc164af1-3157-4c0c-96fa-74502a33e296,01429819-dcd5-42b6-97e6-6d9a41b3b454,hygiene,894.94,neuf,Savon liquide mains,2025-07-31 14:23:37.637547,19
40a71b71-628a-460f-b888-a90217a99f27,44f87dfb-a16b-4049-aeee-a27c80ec7728,mobilier,1093.49,usage,Étagère modulable 5 niveaux,2026-02-23 09:14:54.129930,14
b16938ab-1b2e-4a53-87d1-33b38a6d5ffa,9b7ccdfb-a76a-460b-84ae-099661613f24,bricolage,387.72,neuf,Niveau à bulle magnétique,2025-05-27 23:03:15.416622,18
cb685a60-40ce-4460-ae6e-a281c07e02c2,8c95f899-3d5d-4d93-b256-e8cb41f26d9d,mobilier,1286.99,usage,Chaise de bureau ergonomique,2025-10-18 18:43:50.893626,13
29354388-6ac2-4fb0-b938-58baa56afbfa,aec77c05-02d4-485e-a368-ef4934f2666f,electromenager,1977.75,usage,Bouilloire électrique 1.7L,2026-01-13 21:08:04.776294,15
54154981-d2e5-4580-aa27-37eb51389819,8c95f899-3d5d-4d93-b256-e8cb41f26d9d,jouets,1176.9,neuf,Poupée articulée avec accessoires,2025-06-13 05:18:08.789374,25
1429df34-4da5-4474-b9c9-1fd80148cca0,45d98602-5488-4ae0-ad22-b513e51825e8,jouets,561.78,neuf,Voiture télécommandée tout-terrain,2025-11-26 03:58:10.520806,76
3db98894-4223-482e-9260-8277a6e373ca,c371e159-d87e-438b-986e-92b6d9b1343e,electromenager,228.75,neuf,Bouilloire électrique 1.7L,2025-07-04 16:08:40.188105,8
8bc55aad-7065-4604-9a3d-f38819946d1f,aec77c05-02d4-485e-a368-ef4934f2666f,electromenager,1181.82,neuf,Bouilloire électrique 1.7L,2025-11-21 10:35:36.854596,40
283c2517-c1e5-43bd-953d-a80e758b5f2b,7537186f-b43a-4c23-a330-a7ae7a5f2647,textile,1486.02,usage,Lot de t-shirts en coton bio,2026-01-04 17:36:28.289400,15
4e2ef398-6bd2-480d-938e-14ca9a3c4f7a,01429819-dcd5-42b6-97e6-6d9a41b3b454,bricolage,1558.25,usage,Scie circulaire compacte,2026-01-01 08:04:47.070268,20
6d828996-d9dd-45ef-8af6-7cf45a4636da,4b23f694-0e34-45ed-9a84-9841561fb93f,bricolage,450.88,usage,Perceuse sans fil 18V,2025-10-09 05:22:19.243532,73
444807cf-7b33-4531-8ac2-254e5818c682,7c60fc91-337a-47f4-92d4-7c3055258bdf,electromenager,1290.25,neuf,Machine à café espresso,2025-03-31 12:32:42.699665,68
a4faf044-19cd-48cd-8162-ee9b8d63cbf8,6c44c424-74fa-485f-841f-50e3488359f6,bricolage,1375.33,bon_etat,Coffret de douilles,2025-09-27 02:27:36.061519,63
71b09618-d8cd-4917-b2df-057665e6d26b,7472fd5e-1c35-410e-84bb-eb2ed92de9ba,textile,651.0,neuf,Lot de t-shirts en coton bio,2025-11-13 03:16:49.306437,23
7b39df0f-468a-44b8-a1c0-70d0a8240b8e,c7abc1e1-41ac-4ee7-a0df-d2fcbf28bdd9,electromenager,1269.82,usage,Micro-ondes 20L,2025-04-10 17:00:04.529772,48
efc68624-27f7-4118-8977-3ec67d9863a6,470d602f-013d-4c6e-a801-60b5fdfb2c16,bricolage,1065.81,bon_etat,Scie circulaire compacte,2025-11-08 00:45:06.516851,84
781d890b-3c2c-44d5-aaa3-8e1c2f3dfac5,586d2e37-16dc-4fbc-9956-2ba3ea6b526a,bricolage,1588.26,neuf,Coffret de douilles,2025-03-21 03:26:55.562616,90
e58cca0d-9b3c-41b4-90c7-c104e9edf321,586c99fc-9714-4dc0-a20a-43931c137233,jouets,1732.33,bon_etat,Jeu de construction blocs,2025-08-16 22:40:37.789238,36
294c91d4-fbad-4537-8b0e-032d3cc63cd8,648986f7-7b1c-4913-82e7-3e9eae3f3bd0,bricolage,1656.56,bon_etat,Niveau à bulle magnétique,2025-09-11 13:32:00.791132,19
44a03279-c0d5-4144-b25e-60c171f90db1,6c44c424-74fa-485f-841f-50e3488359f6,electromenager,631.92,bon_etat,Grille-pain 2 fentes,2025-08-21 20:42:18.525462,26
59c1cbfd-3207-44e7-a351-6142be099e9a,be0e4fb6-08ec-4566-ac39-83557807c0a9,mobilier,143.6,neuf,Chaise de bureau ergonomique,2025-07-26 19:23:47.313147,62
29057f36-2291-40d7-86b3-d981a094da31,0980f66f-54b4-4f89-a866-d08ebf5654dd,textile,1480.2,neuf,Robes d'été légères,2026-02-05 03:52:32.366401,14
966ce9be-14ae-492f-b1a0-6e1f5e75c6cc,d9eddab1-e10b-4c70-8dfe-693e5d10f45f,jouets,1127.75,usage,Puzzle 1000 pièces paysages,2025-08-31 10:30:28.221081,59
a419a4be-b1c5-4473-b98f-307f7b132594,833be3de-5a02-43e0-812e-2e470bc5d7b5,electromenager,1882.85,bon_etat,Micro-ondes 20L,2025-05-11 09:37:36.302292,13
ace22025-b362-41bc-938d-e53412a2e5dc,470d602f-013d-4c6e-a801-60b5fdfb2c16,electromenager,631.77,neuf,Aspirateur balai sans fil,2025-05-19 20:31:02.580835,71
3d0c385d-6cd5-474d-a090-cd80abd12938,c92bceb0-73da-45ad-8977-f3a43590d0c4,hygiene,1316.91,neuf,Gel douche hydratant 500ml,2025-09-23 02:02:59.351996,51
39017c89-3dd1-4604-a7c6-251799776f52,44f87dfb-a16b-4049-aeee-a27c80ec7728,jouets,238.62,bon_etat,Jeux de société stratégie,2025-11-09 02:17:47.893369,35
219c48af-9450-4268-b4ba-68036e3d2de7,d9eddab1-e10b-4c70-8dfe-693e5d10f45f,bricolage,1949.35,usage,Scie circulaire compacte,2025-10-27 11:28:58.556006,89
caece541-8ec7-4d86-98d1-2836d012d9d4,ce6bda4f-aef0-4d16-a36e-6ece3c862e3d,jouets,1221.9,usage,Peluche animal douce,2026-02-15 09:41:26.619819,41
0272dc88-73e1-4a73-992b-7b19eed9284b,c371e159-d87e-438b-986e-92b6d9b1343e,textile,553.81,bon_etat,Vestes d'hiver imperméables,2025-12-24 10:51:50.744033,51
226a19da-5b4c-4567-be5d-ffbb5d776edc,c371e159-d87e-438b-986e-92b6d9b1343e,textile,1741.03,usage,Chemises formelles,2025-09-02 07:30:53.884794,58
029175f5-adc8-47da-8f7d-a726198ccf34,c92bceb0-73da-45ad-8977-f3a43590d0c4,textile,1484.53,neuf,Lot de t-shirts en coton bio,2026-01-12 02:44:03.728430,74
5a6f882b-c0b1-4ac8-bdab-02aea2f93d74,c9fe8d4d-6412-4943-bc21-4d9f5aeaa400,hygiene,845.47,bon_etat,Dentifrice protection complète,2025-10-18 22:02:00.140494,54
b24b4775-27e7-4274-97f7-405956e7d3d0,586c99fc-9714-4dc0-a20a-43931c137233,electromenager,655.52,usage,Aspirateur balai sans fil,2025-07-12 05:47:15.636725,17
683faf3f-f079-4370-a76f-b295199f805e,c92bceb0-73da-45ad-8977-f3a43590d0c4,textile,323.25,usage,Lot de t-shirts en coton bio,2025-06-14 04:29:41.240365,17
7048b100-7504-4ee7-a1a6-c2fa94c8720c,01429819-dcd5-42b6-97e6-6d9a41b3b454,electromenager,1327.26,bon_etat,Aspirateur balai sans fil,2026-02-20 21:12:50.883246,63
e8bc2033-bc51-48c7-b1bc-ee0689217e01,9b7ccdfb-a76a-460b-84ae-099661613f24,bricolage,438.98,usage,Perceuse sans fil 18V,2025-06-26 09:33:40.122709,51
d9222f52-37b4-4548-ab7f-721726748b52,3351f29b-bd32-433f-ad60-64729c7747c0,bricolage,573.66,usage,Scie circulaire compacte,2025-08-28 04:09:54.708387,69
c3fa236d-8172-4a88-8eaa-f8c6d72d19a1,833be3de-5a02-43e0-812e-2e470bc5d7b5,jouets,623.75,neuf,Jeu de construction blocs,2025-12-15 15:02:16.899876,83
c259c519-9f3e-49ba-8251-92974c9c85af,45d98602-5488-4ae0-ad22-b513e51825e8,textile,416.8,neuf,Pantalons en denim,2025-10-10 15:42:29.796808,39
b835f74b-a1fd-4911-abb3-039228321fed,e64c23d7-c560-4927-97ab-13395a580f9c,electromenager,248.77,bon_etat,Micro-ondes 20L,2025-11-15 13:43:22.160092,62
7715ff04-9f05-40a0-a173-12fcfd207ee5,7537186f-b43a-4c23-a330-a7ae7a5f2647,hygiene,766.61,usage,Dentifrice protection complète,2025-07-17 09:18:54.325204,71
d40b3fca-5fed-44c6-87c9-1859287bd8e4,833be3de-5a02-43e0-812e-2e470bc5d7b5,jouets,1614.34,neuf,Jeu de construction blocs,2025-09-13 01:30:54.837691,12
17194cf8-bbfb-4572-809a-e4133dc2359a,ce6bda4f-aef0-4d16-a36e-6ece3c862e3d,bricolage,924.91,neuf,Marteau de menuisier,2025-07-13 05:32:21.292325,80
ab31c85c-baf2-4ba5-a460-a2d451d5bf18,35e41756-2edc-4dd2-9d68-db5bb2a50ba8,bricolage,814.8,usage,Niveau à bulle magnétique,2025-09-10 14:17:19.503292,44
d4e0738e-1761-4af3-b07e-4f75c6c0da8a,7939133f-d82c-4d23-ba77-42a6af7022cb,textile,51.5,bon_etat,Pantalons en denim,2025-07-24 02:51:12.783828,86
ffea6a7b-bd66-4c52-be2a-6dc06ed9e9aa,74322807-32d1-4da4-ad7d-f7978a97cc95,bricolage,1840.34,neuf,Niveau à bulle magnétique,2025-06-18 21:11:53.761317,20
dbb05de1-95c3-4360-ae81-61927718bca2,6c44c424-74fa-485f-841f-50e3488359f6,hygiene,1181.85,usage,Gel douche hydratant 500ml,2025-06-26 15:57:44.077161,57
099ecc04-1e2e-42f5-8b6c-13117856c214,0980f66f-54b4-4f89-a866-d08ebf5654dd,electromenager,685.63,bon_etat,Bouilloire électrique 1.7L,2025-10-20 06:17:41.200559,16
cb5269e4-5ca1-475a-aa95-087dacb2e652,7590bfd1-2ba8-451d-9829-06ae1e983bea,jouets,236.91,usage,Voiture télécommandée tout-terrain,2026-01-31 23:21:10.145880,51
01ff29f0-3350-4808-bb57-bfdd85d1f99e,586c99fc-9714-4dc0-a20a-43931c137233,electromenager,1916.86,usage,Bouilloire électrique 1.7L,2025-10-05 12:28:25.739227,37
a613cc04-e2e4-4a12-a4ce-df533448f244,c92bceb0-73da-45ad-8977-f3a43590d0c4,textile,519.38,neuf,Robes d'été légères,2025-09-21 05:10:24.792774,26
9b43489e-0bf5-41f4-bd62-e974f4654451,bfe98f70-95be-4944-b662-534a2c6028c7,mobilier,362.52,usage,Lampadaire design moderne,2025-05-25 07:17:52.118349,66
4e118a73-d7a6-4b66-b7d3-2128163afa70,2b322e7b-d30e-465c-a589-50d3561c4cac,jouets,1163.14,usage,Jeux de société stratégie,2025-06-12 16:12:44.163613,89
658729e4-9037-4a91-be2a-9bebad648906,c7abc1e1-41ac-4ee7-a0df-d2fcbf28bdd9,mobilier,653.18,usage,Étagère modulable 5 niveaux,2025-08-11 23:11:40.033203,26
6c3da957-eeab-4ec8-ad44-c779519ce53d,bfe98f70-95be-4944-b662-534a2c6028c7,bricolage,943.15,usage,Marteau de menuisier,2025-10-05 07:05:04.142369,42
d68e6e0f-8c20-4353-90fc-9b4f860eaeb1,b0ae710c-e7cc-44b3-b755-5dd401ee7246,jouets,710.37,neuf,Poupée articulée avec accessoires,2025-06-12 07:09:54.006753,66
407cfce2-a864-48c9-8544-13cbd6590163,f7287489-92ef-49db-8116-f5ec9f55b717,bricolage,123.21,bon_etat,Perceuse sans fil 18V,2025-09-06 09:51:39.608435,89
ce42a3bf-7a27-4da1-913b-5a48953cc75d,c7abc1e1-41ac-4ee7-a0df-d2fcbf28bdd9,textile,1192.22,bon_etat,Chaussettes de sport,2025-12-01 12:22:57.894664,81
d44d0ff7-5879-4912-8fb0-9e1a4dceb7da,0980f66f-54b4-4f89-a866-d08ebf5654dd,jouets,1792.79,bon_etat,Jeux de société stratégie,2025-08-27 05:08:00.943222,90
bbc6f522-d2b6-4b25-9a1f-704ba157585f,e64c23d7-c560-4927-97ab-13395a580f9c,hygiene,1213.96,usage,Dentifrice protection complète,2025-03-22 19:41:35.983036,14
4e0a770e-3298-4db1-9030-4eb323d1dc11,586d2e37-16dc-4fbc-9956-2ba3ea6b526a,bricolage,1623.82,bon_etat,Coffret de douilles,2025-07-01 23:44:29.561538,17
87414bff-8910-4fe8-b60b-f889b782959b,bb3baae5-20d6-49c6-9e58-a5e2a9d9fcf5,jouets,353.39,neuf,Peluche animal douce,2025-08-11 05:25:34.655792,63
471f0e87-c4bf-41c9-b8b6-b090fd67637a,2fdc25f4-1dd7-4284-bee5-68e18af25eb8,bricolage,1050.27,neuf,Marteau de menuisier,2025-06-13 09:17:51.823895,54
e68ff072-23fa-4c94-af0e-64b6a2b43a52,c9fe8d4d-6412-4943-bc21-4d9f5aeaa400,electromenager,823.45,bon_etat,Micro-ondes 20L,2025-11-14 00:39:26.116085,83
034158c6-55d1-4aeb-99ba-cc07e9c4ccac,7590bfd1-2ba8-451d-9829-06ae1e983bea,textile,1298.14,neuf,Vestes d'hiver imperméables,2025-07-29 07:17:15.940111,19
0c00128e-7b5b-4f2a-b9f9-3eb5463b2439,129971eb-d6cf-4cf5-a96b-25e567aa0758,jouets,779.26,bon_etat,Peluche animal douce,2025-10-04 16:09:14.924398,84
dd16f11a-aa60-479a-b315-2a4f006ee328,648986f7-7b1c-4913-82e7-3e9eae3f3bd0,hygiene,172.19,usage,Dentifrice protection complète,2025-07-20 01:50:16.335120,51
5883902a-75ac-4162-b218-c28dfc6780dc,bb3baae5-20d6-49c6-9e58-a5e2a9d9fcf5,electromenager,1399.98,bon_etat,Bouilloire électrique 1.7L,2026-03-15 12:46:30.997458,83
69d08dec-e593-4029-b8ca-04f29f0e633b,7472fd5e-1c35-410e-84bb-eb2ed92de9ba,mobilier,626.07,bon_etat,Commode 3 tiroirs,2025-10-03 13:06:58.732226,49
60aaac91-bc56-4857-a1a9-aab02198a28d,833be3de-5a02-43e0-812e-2e470bc5d7b5,hygiene,1408.63,usage,Déodorant sans aluminium,2025-07-23 00:25:46.941941,74
b1ea8dcf-6596-434e-8a28-515a7839b73f,bb3baae5-20d6-49c6-9e58-a5e2a9d9fcf5,textile,1344.21,usage,Vestes d'hiver imperméables,2025-08-29 05:57:54.471108,9
6477c3aa-26e3-42bd-924e-5e9d13bf2853,c8ee780c-6789-4d19-9428-0e76ad2a4414,electromenager,368.72,neuf,Grille-pain 2 fentes,2025-07-06 12:19:35.789525,69
2dde46de-01aa-415f-a9d5-60f506d60c6e,4e7d5037-e72f-44f0-8aea-b62bbf9ba177,hygiene,1999.95,neuf,Gel douche hydratant 500ml,2025-06-08 17:23:03.107214,44
ebaac2e1-5d4a-4843-bcd6-2ba4f738a7e2,4b23f694-0e34-45ed-9a84-9841561fb93f,textile,1544.04,usage,Robes d'été légères,2025-12-04 23:08:54.224593,11
11ca05cf-a891-4f0a-b3e5-3577e2511447,648986f7-7b1c-4913-82e7-3e9eae3f3bd0,mobilier,1754.02,usage,Table basse en bois massif,2025-07-09 18:33:38.164340,83
601aa47f-75fd-4bc5-8457-109676429541,c92bceb0-73da-45ad-8977-f3a43590d0c4,bricolage,332.87,usage,Scie circulaire compacte,2025-12-12 20:27:36.604658,28
48376ab2-4684-4532-9507-d3506854d1a0,01429819-dcd5-42b6-97e6-6d9a41b3b454,mobilier,96.95,bon_etat,Commode 3 tiroirs,2026-02-26 19:42:27.141660,37
5456183d-14b5-4baa-a432-bf40c1fff575,c7abc1e1-41ac-4ee7-a0df-d2fcbf28bdd9,bricolage,577.01,usage,Niveau à bulle magnétique,2025-11-23 14:21:04.074835,36
96e45cb9-b701-4e4f-a0ba-58948ffacaa0,aec77c05-02d4-485e-a368-ef4934f2666f,jouets,625.84,bon_etat,Voiture télécommandée tout-terrain,2025-05-25 11:32:42.918477,54
c7eac185-1472-4e86-8ae6-d7a75994d87f,35e41756-2edc-4dd2-9d68-db5bb2a50ba8,mobilier,1969.04,bon_etat,Étagère modulable 5 niveaux,2025-12-11 06:58:27.059153,55
94d7ddec-6204-4b9d-b3c5-8626e17869c6,2fdc25f4-1dd7-4284-bee5-68e18af25eb8,jouets,843.14,neuf,Voiture télécommandée tout-terrain,2025-06-25 12:16:20.732349,84
732b37d6-188c-47a3-927a-e0adbfc0aa2f,38ead041-61a3-4dab-9f85-3af2e19247f9,hygiene,113.84,bon_etat,Savon liquide mains,2025-10-17 20:43:13.340461,77
dc63c09e-64c7-4ddf-9f72-e44fdaf095a7,b13086fd-6ba0-4e73-918b-5c098cb80839,textile,1693.33,neuf,Vestes d'hiver imperméables,2025-12-19 04:20:34.859404,17
9e5fdba9-27da-47ac-83b1-bce1ea5b7bfd,9b7ccdfb-a76a-460b-84ae-099661613f24,hygiene,904.15,usage,Dentifrice protection complète,2025-10-20 11:52:02.845591,62
66e711e7-fe73-455e-b4e3-e7c72aaa16ce,4e7d5037-e72f-44f0-8aea-b62bbf9ba177,textile,1635.24,bon_etat,Lot de t-shirts en coton bio,2026-03-09 15:27:50.110699,60
93f4a725-17fd-405d-be4d-d2011a5e6856,7939133f-d82c-4d23-ba77-42a6af7022cb,textile,1008.99,neuf,Chaussettes de sport,2026-01-14 15:09:48.447624,17
059c9865-e907-4ca7-b5e6-ffb2238bf049,4e7d5037-e72f-44f0-8aea-b62bbf9ba177,electromenager,66.09,neuf,Micro-ondes 20L,2025-07-02 17:22:06.432192,90
434aa974-dc5a-4983-88e8-32956d862ad0,c92bceb0-73da-45ad-8977-f3a43590d0c4,electromenager,283.82,bon_etat,Mixeur plongeant haute puissance,2025-07-26 07:56:23.626545,24
997328db-a6ab-4ffc-92fe-e1e1fd9ceb6f,be0e4fb6-08ec-4566-ac39-83557807c0a9,mobilier,902.72,neuf,Chaise de bureau ergonomique,2025-07-04 22:08:53.500501,9
