donation_id,declaration_id,association_id,outcome,matched_at,transport_cost_eur,distance_km
653337d3-9af3-4800-b4ac-6b5cc118c045,3b831e17-a50f-4e3b-a90e-5ae9037ba03a,3208ebc8-095f-4a0c-a0df-69c8a220c748,accepted,2025-07-16 08:00:15.403124,193.2,344.95
b9ef5f47-d69a-4bf4-b5d3-036f6a0f04f9,8ff65869-bc76-47c5-8ba0-d2472cc6b266,52350145-c4e7-48b8-8bf8-138cfa167256,accepted,2026-03-12 16:18:35.216961,250.56,82.1
59ccdcba-caac-4f0d-8417-8315bbd1b7f3,4e118a73-d7a6-4b66-b7d3-2128163afa70,b997845e-76e8-4247-b0e4-5fe430a776c4,accepted,2025-12-28 23:00:15.138734,488.99,381.49
e3196213-2dd3-4e38-aa7e-5239e3fe5cce,8bc55aad-7065-4604-9a3d-f38819946d1f,4616e93e-047d-459c-82d8-eba38aecd3cf,rejected,2025-05-30 11:19:33.160512,246.05,716.43
8e3cdd6e-c018-45c0-b94c-e53f0fe4d04b,dc63c09e-64c7-4ddf-9f72-e44fdaf095a7,20c2a8ee-137e-40ee-b0a7-2d1ea2553dba,accepted,2026-01-13 14:31:37.417152,206.01,299.96
346cda53-4dbf-4a43-add6-6c547d83213d,a2621da2-207e-411d-abe1-1b0015bd9d96,e7be4fc8-7147-48af-b288-dd4ed6489a2c,accepted,2025-10-04 22:35:43.869612,41.42,354.59
db899b0d-d6b5-43ac-9cde-b9b9bbe1c850,732b37d6-188c-47a3-927a-e0adbfc0aa2f,0d05f19b-0907-49b5-bedb-e7c72713ebb2,rejected,2025-10-16 16:38:11.163449,290.84,125.15
711a4875-b5b1-40fe-90f7-69bf70a09557,41989530-ba71-4684-8774-032613c977ef,6b65021c-2086-4699-8355-05184f72e23c,accepted,2026-01-07 11:34:13.279250,340.71,647.5
93de9225-9e7d-4a80-ab84-0b00765a90ed,59ab0cb3-f71a-4364-ad2b-def34c1aaee1,7bffd16d-2688-4d5b-bcf6-c5ab8782302d,accepted,2025-06-09 14:57:12.803004,285.73,673.43
fbdcf87c-3409-49c6-b710-03bc407b1e77,f84f46e0-0b88-445f-ad3b-faba165458d9,fac51ffd-8aaa-46f2-a9c3-bff2a2a9473e,accepted,2025-12-24 08:28:19.776482,277.05,694.18
64795fb0-e62b-481d-9bbb-4ec2dbcea3f1,595aedc9-d2cb-41f4-8538-2bfa7afdfa9f,2099ff17-cf39-4cd0-a792-f8bd8f41db6f,rejected,2025-12-29 13:36:17.751787,248.61,67.77
215c9a43-b0ff-4d44-aeac-d28d1a39ed77,e318accf-1340-43ea-8058-379084add120,8257b79e-4763-4403-b71c-ab7d2627053c,accepted,2025-10-20 04:46:30.122047,294.19,415.87
9ec4e535-05d5-4868-b725-ddf5546edc85,89a1639c-0aa3-4550-80aa-dcc7d282a6f0,f25dea73-7080-412a-b175-b2038860a9f3,pending,2025-06-25 19:04:04.113895,90.77,759.66
ac6e1107-2b09-4b8a-9feb-9887059d7b10,05937809-733c-4fd0-b0a0-3830a524ad33,c6506340-0e3c-47d8-ab5d-7e7c977db914,pending,2026-03-10 22:17:50.973292,100.24,173.45
7b89e35b-cff9-4bd8-b533-9b8c9d6c2548,ffea6a7b-bd66-4c52-be2a-6dc06ed9e9aa,c4dc6416-4d40-4175-8118-b1d90e621e08,accepted,2026-03-12 04:58:13.436675,57.62,548.08
1cec2f20-3087-41a6-93a4-b34c1fa6de04,a613cc04-e2e4-4a12-a4ce-df533448f244,cfc4f3e7-632f-4ea8-a05c-d3f43a5f33fa,accepted,2025-09-29 19:56:31.555350,305.62,259.2
b718ec67-b9c6-4a8d-90da-68eccdb5c578,a870cd73-f59f-484b-94a2-d125958a2627,806fc8a8-1f0f-4371-9bf3-5c7878720973,accepted,2026-01-02 04:07:24.922359,287.05,443.88
1a138289-a940-4b09-bd95-8569bb5543fe,8478d8c5-a6b3-4725-9302-01e18553ed46,98c5db73-d239-4ac1-8b85-1299a8f5ce9f,accepted,2025-04-25 16:07:51.739791,460.24,14.83
ac26a2ee-a9fa-4f36-8c57-1c40e07350c4,dc871c11-718e-4511-9fb4-994e1174689c,7c33cd8b-3dbf-4c22-a97a-a82aadf5a2e8,accepted,2026-01-26 23:37:02.275367,395.21,94.45
73376153-7cd8-4fe0-bc91-7cb4b86ccf28,ace22025-b362-41bc-938d-e53412a2e5dc,9db9508a-aa73-415d-8ad6-5a455849f155,accepted,2025-05-03 15:53:54.719232,299.69,772.04
5e11b426-72fa-4688-9f97-66f21aa13166,dc164af1-3157-4c0c-96fa-74502a33e296,857c4d41-5c3d-47d5-b8d7-b3ca644f24cf,accepted,2025-07-25 08:48:32.029274,68.48,232.44
50974a3b-b9f2-48f5-a137-675d3a49a3ca,d3236a55-c97c-44c0-967b-b22e1be5a627,018f27a3-0d0d-48e3-8ca7-d9816bf11b8c,rejected,2025-12-29 11:44:40.786831,146.79,525.56
10e9acce-0d40-4d71-9c78-395db2f483f6,89a1639c-0aa3-4550-80aa-dcc7d282a6f0,251e4416-1dcc-43b3-a541-f07fc103e1ea,accepted,2025-10-17 14:17:11.203974,102.66,325.36
f3b41c24-71e5-4972-a55e-c40ebd98c418,de9e9051-5eca-4a75-8537-9af9385c458d,251e4416-1dcc-43b3-a541-f07fc103e1ea,accepted,2025-03-22 06:52:34.486156,212.83,319.66
1b1e5a1a-b2fd-40d4-a043-2be695f27744,6b4dd5a4-338f-4d0d-9948-d7e939519fc9,0f3a939b-b21c-4d3e-8425-1a42711e85c7,accepted,2025-06-21 10:41:27.403189,43.66,382.8
8ad40677-daf1-4ca0-981b-359287e5e076,66e711e7-fe73-455e-b4e3-e7c72aaa16ce,e7be4fc8-7147-48af-b288-dd4ed6489a2c,accepted,2025-05-01 19:40:40.899689,412.35,245.93
7bb99094-2f6e-4865-be7a-90996d338a6b,d9747fb1-b5c1-4ca1-93e9-b70045be80ed,3208ebc8-095f-4a0c-a0df-69c8a220c748,rejected,2025-08-17 06:34:56.160824,348.73,778.13
43e4be44-0880-4e10-ab77-6a9e75a32b04,e68ff072-23fa-4c94-af0e-64b6a2b43a52,5cf44aa1-0edc-4031-8cc0-5c60ac58f9ed,accepted,2025-04-27 00:45:56.170846,376.99,620.35
4e367ab4-c98f-4965-b4f0-0d8b6df86004,e6147842-5ce3-43b6-8759-e3253081682c,72accb4e-343b-457d-9397-24e22f3508f4,rejected,2025-04-08 17:40:39.230487,310.39,75.98
e00c9676-8188-4eb3-9fc5-42a76e974cb2,0fa59435-75d8-4e6f-be27-25b234a3268b,064e29b3-d583-4927-a43a-624234454454,pending,2025-08-27 06:00:57.592058,215.44,390.15
2aa4aefe-2981-4295-b6e3-0dc072e05786,407a0511-2059-4b54-ab02-07e153351de3,e7be4fc8-7147-48af-b288-dd4ed6489a2c,rejected,2025-07-26 18:05:23.318470,267.33,131.38
45f92053-d6b3-4424-ba28-4d241b1722e1,ed5b4563-993d-4c96-8f38-16609b35b557,b182a513-39f6-446a-8d09-f20ab016e260,accepted,2025-10-19 08:28:36.798033,85.11,681.78
d4e29d17-8dea-4e85-8890-3f472db4da35,6b4dd5a4-338f-4d0d-9948-d7e939519fc9,41f0a418-8a72-45df-8e28-6f8dfe6dcce6,accepted,2025-08-28 14:42:50.706630,112.53,667.18
2cbecd2e-5641-4a97-9902-1d53511c03b9,dd9a946e-c9c6-4744-93bd-4fd0a2a3c495,0c0e864b-c477-4e54-b7ec-120884517487,accepted,2025-06-05 10:35:42.174156,239.1,734.83
6a8a79e7-8f5d-4ad7-86a2-7074f013bcb7,e5bdb056-c0fd-406f-a7d7-28cade3a3ddf,40cc51a0-c68d-4912-977b-0ffc93a43d38,accepted,2025-10-27 04:25:19.044423,415.28,406.58
b84e9c32-98dd-4f8c-85e3-4d10d9064f61,72fee8c6-ac2f-4910-8341-c1daafb449c7,7319da71-2c44-479c-b37c-1efc7c24f997,accepted,2025-12-07 03:22:50.269345,136.13,393.59
6400f7c0-4a69-4958-be9b-cc00fa7f5660,210bc1c4-0460-4f0e-aee2-05285db8861b,c6506340-0e3c-47d8-ab5d-7e7c977db914,pending,2026-02-11 10:26:32.104821,247.8,443.31
150f84ed-b8d2-43c4-adb6-6f6e07d2600b,8d4e85f9-0630-492e-9979-b618b9b06df7,b3ea8d09-e790-4887-95b1-dc707dca7b71,rejected,2025-11-12 04:19:45.345686,144.16,665.54
17115afe-90ed-49e7-8ec7-b55517336940,e790395d-980e-487c-b7d4-371d202b9c46,1b375bf6-a284-4fe3-b1af-b8fbb696a744,accepted,2025-07-04 16:33:43.662733,43.83,683.79
20a5996d-1100-431f-9de6-ef028af68461,db7ab169-e8be-4caa-abb7-7214ac7f1f18,064e29b3-d583-4927-a43a-624234454454,rejected,2025-11-06 11:54:47.129532,330.74,543.77
47b2d5dd-d6df-41e7-a6dd-6bfc5316f65c,66e711e7-fe73-455e-b4e3-e7c72aaa16ce,6a360ddf-abaa-40c3-b583-1e53e92f4c22,accepted,2025-03-27 21:36:07.507259,29.63,625.34
f8b3b75b-5940-465c-8da1-e8c2c4a2fd59,eddf97c9-7be6-4a99-b4c0-d82c0e05d778,e32440cd-1baf-4865-8a12-d18d1ebe7303,accepted,2026-03-16 05:54:53.603451,457.53,519.66
d817f11d-5750-4aab-9ab2-212fcfe4e3b8,b0c2d8f4-17c2-4b07-9b90-ee647d2057c8,f5a44647-2105-42d3-835d-80a338ffc5c9,accepted,2026-01-19 23:45:31.439913,312.01,754.69
81fd7a97-da8c-423e-850a-6b48ab6e5fa3,d0df35b4-fc99-4180-868a-02cabcd464ac,b182a513-39f6-446a-8d09-f20ab016e260,accepted,2025-08-19 05:09:19.067383,223.43,304.3
fc04f5af-5c0c-4bd0-a545-d994eecf4cc9,12d855ff-fa14-423a-84b7-e5bcfb83c032,3c7767e7-4fd3-4165-9bd2-a54623f88b35,accepted,2025-04-24 22:54:37.957264,244.02,543.37
40e08ac4-b6d1-4453-a591-dbf548296af0,86cdec11-6a8b-44d3-8573-c4046e1d8fa0,7c33cd8b-3dbf-4c22-a97a-a82aadf5a2e8,accepted,2025-12-01 17:16:55.220261,69.11,411.65
f1dde8a1-2fc6-4031-9af3-e7ec344cc997,9fe9367c-1465-4cb5-b5e8-0a0d8f462d5f,e7be4fc8-7147-48af-b288-dd4ed6489a2c,accepted,2025-08-25 12:42:14.327254,305.01,229.73
5afb5889-220a-41f9-b816-8c407a2341d4,1447019c-2d77-447a-9bfa-4f452598b7c2,857c4d41-5c3d-47d5-b8d7-b3ca644f24cf,accepted,2026-02-07 23:17:58.900577,181.42,224.8
30fc76f9-0467-4acc-a8f2-7b26141b8d85,14d217bb-8d1b-4210-bc23-909eba428ca3,98c5db73-d239-4ac1-8b85-1299a8f5ce9f,accepted,2025-07-12 04:05:52.658214,361.33,714.44
1aeba95e-9f51-48a0-ac56-a7bfafd017c9,c57cc49f-7014-4b9b-b138-cba402acd62a,a19c76c1-bfef-4ae2-bf22-ce651c1451c8,accepted,2025-05-09 16:48:06.376234,387.43,720.25
21b86105-94ed-4be7-8ade-ecdf2d5090c2,e816d8b4-124e-468a-8576-1c0df20c983e,936a8ac7-9e87-48ce-84e3-ebc60c27eb83,accepted,2025-05-01 14:42:29.637563,173.4,116.24
97bdad0e-b2f6-4c34-a027-59616d2b6b93,97974e30-9c23-491e-a79b-914455654c6b,6a360ddf-abaa-40c3-b583-1e53e92f4c22,accepted,2025-10-30 13:09:37.347214,161.89,725.99
16c5f71b-98a8-418b-b38e-f0fa15f203ad,06faaa1f-6360-4f12-958f-e2dc4fb05b74,8c6f05f5-fa4f-43f0-9a51-948456be6a06,rejected,2025-10-16 07:42:33.940235,299.85,795.83
3f5f966c-bfaa-434a-9593-da83ecd9436d,32ff0441-064d-4ec8-b34f-321073608232,a19c76c1-bfef-4ae2-bf22-ce651c1451c8,accepted,2025-12-01 15:06:12.788487,362.42,550.62
d62cac06-4bf3-4666-83f1-6017a5a773e4,b921c1d9-11cf-41ee-a96f-f8f8b3a7ef7b,d35f8cff-4ac9-4e8a-979e-2d4a85453a70,pending,2025-08-02 15:27:34.554755,342.5,408.32
e0dda180-b488-4987-9d91-3d5fc169708c,823549b4-414f-463f-9bfa-1b3485e32709,b997845e-76e8-4247-b0e4-5fe430a776c4,rejected,2025-10-20 17:08:12.063075,440.72,149.0
43d56703-f236-4994-8cfe-fe8593344f72,a70eb1a9-26cb-40df-8068-3ac2b49b69fb,d35f8cff-4ac9-4e8a-979e-2d4a85453a70,accepted,2025-07-02 05:32:45.315936,144.15,647.63
0a2ee934-67e3-4436-b3f6-781cbff1b97b,98a44f94-6d51-4c40-b514-64bc2a015d28,873238f7-7edb-47b2-a806-550c7e693cf1,pending,2025-09-17 04:04:56.792061,451.8,525.28
93a310a0-7de4-489d-b0d1-9e4534645ad0,4e0a770e-3298-4db1-9030-4eb323d1dc11,51fd3b2b-5a6e-4633-9995-dcf0845b9136,accepted,2025-08-20 15:34:01.552394,438.29,339.28
27299f8d-563c-428f-b3b3-dcb297ee9b42,9994233f-ee2d-43ea-879a-a07ea882c9f4,0f3a939b-b21c-4d3e-8425-1a42711e85c7,accepted,2025-12-31 04:37:59.032640,301.07,373.69
b668d013-40c4-4455-857a-61be9c3297c5,283c2517-c1e5-43bd-953d-a80e758b5f2b,d35f8cff-4ac9-4e8a-979e-2d4a85453a70,accepted,2025-04-27 07:28:09.678361,324.51,466.35
7241f49d-de3e-484d-a953-c9604a0c3f1a,37b1d4ad-39b8-4caa-82d8-52b1b7065ee1,1138d370-4335-41eb-a651-b802501e501d,accepted,2025-11-10 15:35:58.956337,113.38,100.25
0a0bbd50-ec20-4755-9d19-db9ab14a8a38,70495957-e357-4d96-ba4f-1ce8b91b9d3f,00a10016-7c15-4db1-9c47-5e1230b78936,accepted,2026-01-31 02:18:18.251227,218.29,697.33
b7408861-1f62-4f68-b37f-2250053a8062,3d0c385d-6cd5-474d-a090-cd80abd12938,5cf44aa1-0edc-4031-8cc0-5c60ac58f9ed,pending,2025-10-03 21:24:55.249797,184.48,789.82
91c96d56-55dd-4d3d-bf69-7c7a19da06aa,3fe7dec2-bf32-4d5a-876c-36d98bd0f50d,3c7767e7-4fd3-4165-9bd2-a54623f88b35,accepted,2026-01-26 15:14:27.516647,433.95,148.38
c91a2f0a-dcf8-486d-9590-182b6dc161a7,b38790dc-7b70-421b-acd2-9173c8b4b450,3208ebc8-095f-4a0c-a0df-69c8a220c748,accepted,2025-08-20 14:25:58.610702,493.59,254.16
065d5059-74d4-4d74-a95f-efe868cdfac0,4db89bcd-1e9e-4b20-a9fe-8382c34c796a,5302660b-a17f-486b-8964-83e36d0889e8,accepted,2026-02-03 21:20:08.924861,120.5,619.97
b3083255-6e35-47de-a32e-6ff3c1ab3bc8,8725442e-e14f-4e90-b5a4-acc055dfd619,7e19da53-a92e-4e30-b261-d1fe6aef406e,accepted,2025-08-14 15:56:00.618847,396.9,624.9
f6ae6810-ca64-4162-a949-da1a354fbca1,7b39df0f-468a-44b8-a1c0-70d0a8240b8e,63ece0b3-1ef0-4c25-81ca-851af79de572,accepted,2026-01-12 17:30:05.037709,226.12,346.08
f2bb5108-be88-48c3-b4e6-cd12ad84eaca,261b9215-4024-462a-9979-64f8b00999d9,8c6f05f5-fa4f-43f0-9a51-948456be6a06,accepted,2025-08-09 03:42:58.159828,276.22,585.87
f503529a-5645-42a6-b1b3-9bff0f7a7211,d43831a1-9cea-429b-a84b-22af07348285,f5a44647-2105-42d3-835d-80a338ffc5c9,rejected,2025-12-08 00:09:04.285720,383.29,427.17
1205c836-a60f-425b-8837-a511b891bad9,0a3b8825-e0f0-45fa-b4b4-9db2eca61a57,f25dea73-7080-412a-b175-b2038860a9f3,accepted,2025-07-08 16:16:00.768095,372.13,184.88
c085f511-d2ea-4f89-9d4a-bcd7df1894e2,42c02b48-632c-463f-bd8b-100cb9bf8008,018f27a3-0d0d-48e3-8ca7-d9816bf11b8c,accepted,2025-07-08 16:02:58.828301,69.3,405.15
608ff6c8-7bd3-4202-8665-56439bdabaaf,f5acc97a-fc6d-46e0-8e70-a5d5e53846c5,b997845e-76e8-4247-b0e4-5fe430a776c4,accepted,2025-06-17 14:50:45.016701,41.94,759.03
1412b999-7ff2-4020-a5c4-4084a783a409,10280f8e-21e3-4048-9233-a41d5e0e3f59,035d6ccf-b693-430c-8819-45ff5c725d89,accepted,2026-02-27 19:30:22.330082,271.58,349.76
c7d03585-72ad-4e07-b074-ad97d7279667,03180c60-860d-4c33-bfff-1ed7bb2b4f7c,5cf44aa1-0edc-4031-8cc0-5c60ac58f9ed,accepted,2025-11-22 09:03:05.095478,452.66,290.6
e9642722-fd02-42dd-a421-0f6b7ecef4e5,ab31c85c-baf2-4ba5-a460-a2d451d5bf18,b997845e-76e8-4247-b0e4-5fe430a776c4,pending,2025-09-05 17:51:41.458813,460.74,325.7
bdda9cf7-3e95-4449-96b8-50db1f3ee383,e68ff072-23fa-4c94-af0e-64b6a2b43a52,0d05f19b-0907-49b5-bedb-e7c72713ebb2,rejected,2025-04-18 20:11:51.563123,82.98,588.59
1002586c-f119-4dc0-8e60-fde23d1edd9a,1b952151-f07b-4781-b1cc-bcf8114ac3a1,c1b2b0a1-e231-46c4-a835-984ffe81ca2c,accepted,2025-04-16 16:49:35.488124,195.96,522.18
4452464f-809e-4c57-a1f7-75aeaa02962d,cab67abd-1d77-436d-9894-7bc6010610f7,00a10016-7c15-4db1-9c47-5e1230b78936,rejected,2025-08-21 06:16:08.280536,142.78,430.11
28ebc931-ae59-49b7-8e6d-4afc0be50724,b7391a7b-4663-423a-9935-ee965c0626b1,936a8ac7-9e87-48ce-84e3-ebc60c27eb83,pending,2025-12-13 11:25:52.529300,337.75,524.59
bdd2878a-e06b-47ac-ab32-85341c968d97,e2eff2bd-b74f-4a95-97fa-856b7cfc9695,4c4c3331-66e3-48c2-b51b-b539603203e1,accepted,2025-07-30 15:04:33.562555,220.05,307.3
e8902a23-9fab-4737-861f-e2732cf21749,9d153e47-c727-44ed-9669-58bda1b12f5a,6177632f-2c87-4384-bccf-c195c9c94aca,accepted,2025-05-03 01:06:14.017950,93.5,557.68
67229c78-aa29-4c59-8247-4589c2560327,0da1ae9d-279e-463e-8b47-de9accd46819,f5a44647-2105-42d3-835d-80a338ffc5c9,accepted,2025-04-07 10:19:18.886848,337.6,531.67
f4cd1896-f859-4f7d-ad46-a3044b1527f7,93f4a725-17fd-405d-be4d-d2011a5e6856,7c33cd8b-3dbf-4c22-a97a-a82aadf5a2e8,accepted,2026-02-28 22:05:05.705836,85.84,665.37
ff30ffc5-3b52-41d1-afbb-9a6c55bfbef0,b16938ab-1b2e-4a53-87d1-33b38a6d5ffa,fd65254e-1fdf-47fb-9053-fe8a4af48396,rejected,2025-10-07 16:07:29.187783,76.51,95.64
1146a666-01b4-4fae-9118-05b4f7cf5f24,cb685a60-40ce-4460-ae6e-a281c07e02c2,f769e189-ca17-40fd-ad2d-90cd57c685d0,accepted,2025-11-16 05:43:06.711655,115.88,214.08
7ab0673a-e6c6-4407-9a1f-09345e4d6a7c,edd456d2-b02f-4529-9e73-2b8781edccf5,40cc51a0-c68d-4912-977b-0ffc93a43d38,accepted,2025-08-13 13:35:34.575645,216.68,132.5
80a8cf31-f978-4b2c-830e-768ce2d9cdb9,9d153e47-c727-44ed-9669-58bda1b12f5a,f769e189-ca17-40fd-ad2d-90cd57c685d0,pending,2026-01-29 14:22:32.213252,350.34,387.13
63978f7f-7fc0-4911-b126-fd8657ca12f5,5883902a-75ac-4162-b218-c28dfc6780dc,5302660b-a17f-486b-8964-83e36d0889e8,accepted,2026-02-23 06:15:41.813084,62.72,92.79
17b949ec-342f-4110-912a-b25eae79723d,f8a2b4cc-18bf-4e7b-80a4-48efb6eb42e6,6b65021c-2086-4699-8355-05184f72e23c,accepted,2025-08-17 23:54:21.702011,475.73,624.72
04dcf5ef-7fa4-4d57-9626-40797f0c21ee,f6b30f76-fca3-48b5-b135-c2808b31edaa,d094cf7c-d718-407e-a344-6dd2f63e6c17,rejected,2026-02-14 00:36:31.942139,454.29,517.25
78b6ebb3-e2e6-4d86-85e2-714a887daa9c,10280f8e-21e3-4048-9233-a41d5e0e3f59,dba95e7f-4482-4b5c-acb0-5297ffd94e15,accepted,2025-04-04 07:30:25.363923,44.04,651.48
99e12ef2-f87c-4985-b345-c2d399525237,5ed0654d-e4f0-4f75-95cd-24446232eb80,a7aa7082-85de-4895-8813-f2985518a775,rejected,2025-06-29 13:50:00.282963,192.9,543.03
a4d21042-afbe-423d-a4cd-fcb07a9a976d,89816349-b063-423d-ac56-d4494d9a7d0e,60636fe1-8492-4acd-befe-9ebedf0c66d4,accepted,2025-07-08 15:23:42.422,428.6,712.78
e1a11852-94e5-4338-b54b-b6f41da9ba96,1ad05d9f-683d-463f-9bc5-4075851996b9,5cf44aa1-0edc-4031-8cc0-5c60ac58f9ed,accepted,2025-04-23 08:40:50.708334,101.85,289.23
33efa548-a177-42c8-8393-bcc9c58f4058,b78a5d7a-872f-40b7-95f1-7d3b6c157128,7c33cd8b-3dbf-4c22-a97a-a82aadf5a2e8,accepted,2025-09-17 20:23:58.787757,371.87,301.23
54854a1f-abc4-4e08-82e3-24fa0a16ec21,4d88fa7e-fd68-47ec-9f91-84a7690821ac,873238f7-7edb-47b2-a806-550c7e693cf1,accepted,2025-05-12 00:52:14.310793,212.12,367.95
54af0a9c-0f23-4f6f-b11d-76cf58280a8f,efeabb75-1718-451a-a0c6-db1d19c48aab,8c6f05f5-fa4f-43f0-9a51-948456be6a06,accepted,2025-09-08 15:17:58.478021,249.56,340.28
64d723cd-6813-4ef9-9a20-d2c480e865fc,282b477a-06ee-4242-8920-e7c3e31c9efa,b997845e-76e8-4247-b0e4-5fe430a776c4,accepted,2026-01-19 23:33:03.702035,354.16,51.62
9b2dae1d-1668-4132-9839-313a805f84e9,cbfb78dc-0686-45a3-b573-d09c888ec531,b3ea8d09-e790-4887-95b1-dc707dca7b71,accepted,2025-07-22 09:33:29.885544,457.39,388.73
d1bb6298-1638-48a7-b257-c3dc2e53d135,a77867c4-d885-4ef2-9c44-35dde72bbaf6,f25dea73-7080-412a-b175-b2038860a9f3,accepted,2025-10-05 16:37:57.775339,313.44,624.44
ecc90e01-b436-4533-8086-4a02a0307ca2,feab360e-2c1c-4b2f-9364-feeb44c80ec8,50974656-d769-47ff-a59b-a27f24e11f63,rejected,2025-04-27 11:36:00.509353,442.38,583.19
d7df2b0c-1fc5-44cd-92b5-43707f61cb31,92e8a2f1-5260-4d34-b7fb-08839c5e4876,c4dc6416-4d40-4175-8118-b1d90e621e08,accepted,2025-06-26 06:24:18.539697,254.3,710.64
1eb255d0-c3e5-4ec4-841a-5706603d69a5,9e12369b-5b12-477b-946a-8bea79e5d3d5,a7aa7082-85de-4895-8813-f2985518a775,accepted,2025-06-07 02:59:57.833703,334.39,14.83
a29f9195-db7a-4fa0-9be4-72872b8af2a6,17e4421b-31fb-4fa7-b3c9-c08cf42b0f77,f25dea73-7080-412a-b175-b2038860a9f3,accepted,2025-08-20 06:02:22.064520,376.94,580.4
0d03bd93-2cb2-441a-b68b-9cbeaa37cc18,87414bff-8910-4fe8-b60b-f889b782959b,6b65021c-2086-4699-8355-05184f72e23c,rejected,2025-10-07 09:50:01.555117,269.17,552.15
84a2b702-71c5-4e80-9565-16d026100e92,de9e9051-5eca-4a75-8537-9af9385c458d,5f8e2436-6b99-492e-a935-d63a30e779fb,accepted,2025-12-21 19:40:20.805457,368.79,388.13
